dato,skole,elevdag,sfodag,kommentar
2017-07-03,Bærland skole,Nei,Nei,Sommerferie
2017-07-04,Bærland skole,Nei,Nei,Sommerferie
2017-07-05,Bærland skole,Nei,Nei,Sommerferie
2017-07-06,Bærland skole,Nei,Nei,Sommerferie
2017-07-07,Bærland skole,Nei,Nei,Sommerferie
2017-07-10,Bærland skole,Nei,Nei,Sommerferie
2017-07-11,Bærland skole,Nei,Nei,Sommerferie
2017-07-12,Bærland skole,Nei,Nei,Sommerferie
2017-07-13,Bærland skole,Nei,Nei,Sommerferie
2017-07-14,Bærland skole,Nei,Nei,Sommerferie
2017-07-17,Bærland skole,Nei,Nei,Sommerferie
2017-07-18,Bærland skole,Nei,Nei,Sommerferie
2017-07-19,Bærland skole,Nei,Nei,Sommerferie
2017-07-20,Bærland skole,Nei,Nei,Sommerferie
2017-07-21,Bærland skole,Nei,Nei,Sommerferie
2017-07-24,Bærland skole,Nei,Nei,Sommerferie
2017-07-25,Bærland skole,Nei,Nei,Sommerferie
2017-07-26,Bærland skole,Nei,Nei,Sommerferie
2017-07-27,Bærland skole,Nei,Nei,Sommerferie
2017-07-28,Bærland skole,Nei,Nei,Sommerferie
2017-07-31,Bærland skole,Nei,Nei,Sommerferie
2016-06-23,Dirdal skole,Nei,Ja,Sommerferie
2016-06-24,Dirdal skole,Nei,Ja,Sommerferie
2016-06-27,Dirdal skole,Nei,Ja,Sommerferie
2016-06-28,Dirdal skole,Nei,Ja,Sommerferie
2016-06-29,Dirdal skole,Nei,Ja,Sommerferie
2016-06-30,Dirdal skole,Nei,Ja,Sommerferie
2016-07-01,Dirdal skole,Nei,Nei,Sommerferie
2016-07-04,Dirdal skole,Nei,Nei,Sommerferie
2016-07-05,Dirdal skole,Nei,Nei,Sommerferie
2016-07-06,Dirdal skole,Nei,Nei,Sommerferie
2016-07-07,Dirdal skole,Nei,Nei,Sommerferie
2016-07-08,Dirdal skole,Nei,Nei,Sommerferie
2016-07-11,Dirdal skole,Nei,Nei,Sommerferie
2016-07-12,Dirdal skole,Nei,Nei,Sommerferie
2016-07-13,Dirdal skole,Nei,Nei,Sommerferie
2016-07-14,Dirdal skole,Nei,Nei,Sommerferie
2016-07-15,Dirdal skole,Nei,Nei,Sommerferie
2016-07-18,Dirdal skole,Nei,Nei,Sommerferie
2016-07-19,Dirdal skole,Nei,Nei,Sommerferie
2016-07-20,Dirdal skole,Nei,Nei,Sommerferie
2016-07-21,Dirdal skole,Nei,Nei,Sommerferie
2016-07-22,Dirdal skole,Nei,Nei,Sommerferie
2016-07-25,Dirdal skole,Nei,Nei,Sommerferie
2016-07-26,Dirdal skole,Nei,Nei,Sommerferie
2016-07-27,Dirdal skole,Nei,Nei,Sommerferie
2016-07-28,Dirdal skole,Nei,Nei,Sommerferie
2016-07-29,Dirdal skole,Nei,Nei,Sommerferie
2016-08-01,Dirdal skole,Nei,Ja,Sommerferie
2016-08-02,Dirdal skole,Nei,Ja,Sommerferie
2016-08-03,Dirdal skole,Nei,Ja,Sommerferie
2016-08-04,Dirdal skole,Nei,Ja,Sommerferie
2016-08-05,Dirdal skole,Nei,Ja,Sommerferie
2016-08-08,Dirdal skole,Nei,Ja,Sommerferie
2016-08-09,Dirdal skole,Nei,Ja,Sommerferie
2016-08-10,Dirdal skole,Nei,Ja,Sommerferie
2016-08-11,Dirdal skole,Nei,Ja,Sommerferie
2016-08-12,Dirdal skole,Nei,Ja,Sommerferie
2016-08-15,Dirdal skole,Nei,Ja,Sommerferie
2016-08-16,Dirdal skole,Nei,Ja,Sommerferie
2016-10-10,Dirdal skole,Nei,Ja,Høstferie
2016-10-11,Dirdal skole,Nei,Ja,Høstferie
2016-10-12,Dirdal skole,Nei,Ja,Høstferie
2016-10-13,Dirdal skole,Nei,Ja,Høstferie
2016-10-14,Dirdal skole,Nei,Ja,Høstferie
2016-11-18,Dirdal skole,Nei,ja,Plandag
2016-12-21,Dirdal skole,Nei,Ja,Juleferie
2016-12-22,Dirdal skole,Nei,Ja,Juleferie
2016-12-23,Dirdal skole,Nei,Ja,Juleferie
2016-12-26,Dirdal skole,Nei,Nei,2.juledag
2016-12-27,Dirdal skole,Nei,Ja,Juleferie
2016-12-28,Dirdal skole,Nei,Ja,Juleferie
2016-12-29,Dirdal skole,Nei,Ja,Juleferie
2016-12-30,Dirdal skole,Nei,Ja,Juleferie
2017-01-02,Dirdal skole,Nei,Ja,Plandag
2017-02-27,Dirdal skole,Nei,Ja,Vinterferie
2017-02-28,Dirdal skole,Nei,Ja,Vinterferie
2017-03-01,Dirdal skole,Nei,Ja,Vinterferie
2017-03-02,Dirdal skole,Nei,Ja,Vinterferie
2017-03-03,Dirdal skole,Nei,Ja,Vinterferie
2017-04-10,Dirdal skole,Nei,Ja,Påskeferie
2017-04-11,Dirdal skole,Nei,Ja,Påskeferie
2017-04-12,Dirdal skole,Nei,nei,Påskeferie
2017-04-13,Dirdal skole,Nei,Nei,Påskeferie /helligdag
2017-04-14,Dirdal skole,Nei,Nei,Påskeferie /helligdag
2017-04-17,Dirdal skole,Nei,Nei,Påskeferie /helligdag
2017-04-18,Dirdal skole,Nei,Ja,Plandag *
2017-05-01,Dirdal skole,Nei,Nei,Off.fridag
2017-05-17,Dirdal skole,Nei,Nei,Grunnlovsdag
2017-05-25,Dirdal skole,Nei,Nei,Kr.H.f
2017-06-05,Dirdal skole,Nei,Nei,2. pinsedag
2017-06-23,Dirdal skole,Nei,Ja,Sommerferie
2017-06-26,Dirdal skole,Nei,Ja,Sommerferie
2017-06-27,Dirdal skole,Nei,Ja,Sommerferie
2017-06-28,Dirdal skole,Nei,Ja,Sommerferie
2017-06-29,Dirdal skole,Nei,Ja,Sommerferie
2017-06-30,Dirdal skole,Nei,Ja,Sommerferie
2017-07-03,Dirdal skole,Nei,Nei,Sommerferie
2017-07-04,Dirdal skole,Nei,Nei,Sommerferie
2017-07-05,Dirdal skole,Nei,Nei,Sommerferie
2017-07-06,Dirdal skole,Nei,Nei,Sommerferie
2017-07-07,Dirdal skole,Nei,Nei,Sommerferie
2017-07-10,Dirdal skole,Nei,Nei,Sommerferie
2017-07-11,Dirdal skole,Nei,Nei,Sommerferie
2017-07-12,Dirdal skole,Nei,Nei,Sommerferie
2017-07-13,Dirdal skole,Nei,Nei,Sommerferie
2017-07-14,Dirdal skole,Nei,Nei,Sommerferie
2017-07-17,Dirdal skole,Nei,Nei,Sommerferie
2017-07-18,Dirdal skole,Nei,Nei,Sommerferie
2017-07-19,Dirdal skole,Nei,Nei,Sommerferie
2017-07-20,Dirdal skole,Nei,Nei,Sommerferie
2017-07-21,Dirdal skole,Nei,Nei,Sommerferie
2017-07-24,Dirdal skole,Nei,Nei,Sommerferie
2017-07-25,Dirdal skole,Nei,Nei,Sommerferie
2017-07-26,Dirdal skole,Nei,Nei,Sommerferie
2017-07-27,Dirdal skole,Nei,Nei,Sommerferie
2017-07-28,Dirdal skole,Nei,Nei,Sommerferie
2017-07-31,Dirdal skole,Nei,Nei,Sommerferie
2016-06-23,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-06-24,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-06-27,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-06-28,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-06-29,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-06-30,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-01,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-04,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-05,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-06,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-07,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-08,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-11,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-12,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-13,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-14,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-15,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-18,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-19,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-20,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-21,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-22,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-25,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-26,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-27,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-28,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-07-29,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-01,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-02,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-03,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-04,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-05,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-08,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-09,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-10,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-08-11,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Planleggingsdag
2016-08-12,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Planleggingsdag
2016-08-15,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Planleggingsdag
2016-08-16,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Planleggingsdag
2016-10-10,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Høstferie
2016-10-11,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Høstferie
2016-10-12,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Høstferie
2016-10-13,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Høstferie
2016-10-14,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Høstferie
2016-11-18,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Planleggingsdag
2016-12-21,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Juleferie
2016-12-22,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Juleferie
2016-12-23,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Juleferie
2016-12-26,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Juleferie
2016-12-27,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Juleferie
2016-12-28,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Juleferie
2016-12-29,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Juleferie
2016-12-30,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Juleferie
2017-01-02,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Planleggingsdag
2017-02-27,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Vinterferie
2017-02-28,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Vinterferie
2017-03-01,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Vinterferie
2017-03-02,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Vinterferie
2017-03-03,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Vinterferie
2017-04-10,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Påskeferie
2017-04-11,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Påskeferie
2017-04-12,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Påskeferie
2017-04-13,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Påskeferie
2017-04-14,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Påskeferie
2017-04-17,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Påskeferie
2017-05-01,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Off.fridag
2017-05-17,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Grunnlovsdag
2017-05-25,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Kr.H.f
2017-05-26,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Fridag
2017-06-05,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,2.pinsedag
2017-06-23,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-06-26,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-06-27,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-06-28,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-06-29,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-06-30,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-03,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-04,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-05,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-06,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-07,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-10,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-11,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-12,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-13,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-14,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-17,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-18,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-19,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-20,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-21,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-24,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-25,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-26,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-27,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-28,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2017-07-31,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig,Sommerferie
2016-06-23,Oltedal skole,Nei,Ja,Sommerferie
2016-06-24,Oltedal skole,Nei,Ja,Sommerferie
2016-06-27,Oltedal skole,Nei,Ja,Sommerferie
2016-06-28,Oltedal skole,Nei,Ja,Sommerferie
2016-06-29,Oltedal skole,Nei,Ja,Sommerferie
2016-06-30,Oltedal skole,Nei,Ja,Sommerferie
2016-07-01,Oltedal skole,Nei,Nei,Sommerferie
2016-07-04,Oltedal skole,Nei,Nei,Sommerferie
2016-07-05,Oltedal skole,Nei,Nei,Sommerferie
2016-07-06,Oltedal skole,Nei,Nei,Sommerferie
2016-07-07,Oltedal skole,Nei,Nei,Sommerferie
2016-07-08,Oltedal skole,Nei,Nei,Sommerferie
2016-07-11,Oltedal skole,Nei,Nei,Sommerferie
2016-07-12,Oltedal skole,Nei,Nei,Sommerferie
2016-07-13,Oltedal skole,Nei,Nei,Sommerferie
2016-07-14,Oltedal skole,Nei,Nei,Sommerferie
2016-07-15,Oltedal skole,Nei,Nei,Sommerferie
2016-07-18,Oltedal skole,Nei,Nei,Sommerferie
2016-07-19,Oltedal skole,Nei,Nei,Sommerferie
2016-07-20,Oltedal skole,Nei,Nei,Sommerferie
2016-07-21,Oltedal skole,Nei,Nei,Sommerferie
2016-07-22,Oltedal skole,Nei,Nei,Sommerferie
2016-07-25,Oltedal skole,Nei,Nei,Sommerferie
2016-07-26,Oltedal skole,Nei,Nei,Sommerferie
2016-07-27,Oltedal skole,Nei,Nei,Sommerferie
2016-07-28,Oltedal skole,Nei,Nei,Sommerferie
2016-07-29,Oltedal skole,Nei,Nei,Sommerferie
2016-08-01,Oltedal skole,Nei,Ja,Sommerferie
2016-08-02,Oltedal skole,Nei,Ja,Sommerferie
2016-08-03,Oltedal skole,Nei,Ja,Sommerferie
2016-08-04,Oltedal skole,Nei,Ja,Sommerferie
2016-08-05,Oltedal skole,Nei,Ja,Sommerferie
2016-08-08,Oltedal skole,Nei,Ja,Sommerferie
2016-08-09,Oltedal skole,Nei,Ja,Sommerferie
2016-08-10,Oltedal skole,Nei,Ja,Sommerferie
2016-08-11,Oltedal skole,Nei,Ja,Sommerferie
2016-08-12,Oltedal skole,Nei,Ja,Sommerferie
2016-08-15,Oltedal skole,Nei,Ja,Sommerferie
2016-08-16,Oltedal skole,Nei,Ja,Sommerferie
2016-10-10,Oltedal skole,Nei,Ja,Høstferie
2016-10-11,Oltedal skole,Nei,Ja,Høstferie
2016-10-12,Oltedal skole,Nei,Ja,Høstferie
2016-10-13,Oltedal skole,Nei,Ja,Høstferie
2016-10-14,Oltedal skole,Nei,Ja,Høstferie
2016-11-18,Oltedal skole,Nei,Ja,Plandag
2016-12-21,Oltedal skole,Nei,Ja,Juleferie
2016-12-22,Oltedal skole,Nei,Ja,Juleferie
2016-12-23,Oltedal skole,Nei,Ja,Juleferie
2016-12-26,Oltedal skole,Nei,Nei,2.juledag
2016-12-27,Oltedal skole,Nei,Ja,Juleferie
2016-12-28,Oltedal skole,Nei,Ja,Juleferie
2016-12-29,Oltedal skole,Nei,Ja,Juleferie
2016-12-30,Oltedal skole,Nei,Ja,Juleferie
2017-01-02,Oltedal skole,Nei,Ja,Plandag
2017-02-27,Oltedal skole,Nei,Ja,Vinterferie
2017-02-28,Oltedal skole,Nei,Ja,Vinterferie
2017-03-01,Oltedal skole,Nei,Ja,Vinterferie
2017-03-02,Oltedal skole,Nei,Ja,Vinterferie
2017-03-03,Oltedal skole,Nei,Ja,Vinterferie
2017-04-10,Oltedal skole,Nei,Ja,Påskeferie
2017-04-11,Oltedal skole,Nei,Ja,Påskeferie
2017-04-12,Oltedal skole,Nei,nei,Påskeferie
2017-04-13,Oltedal skole,Nei,Nei,Påskeferie / helldigdag
2017-04-14,Oltedal skole,Nei,Nei,Påskeferie / helldigdag
2017-04-17,Oltedal skole,Nei,Nei,Påskeferie / helldigdag
2017-04-18,Oltedal skole,Nei,Ja,Plandag
2017-05-01,Oltedal skole,Nei,Nei,Off. fridag
2017-05-17,Oltedal skole,Nei,Nei,Grunnlovsdag
2017-05-25,Oltedal skole,Nei,Nei,Kr.H.f
2017-05-26,Oltedal skole,nei,Ja,Fridag
2017-06-05,Oltedal skole,Nei,Nei,2. Pinsedag
2017-06-23,Oltedal skole,Nei,Ja,Sommerferie
2017-06-26,Oltedal skole,Nei,Ja,Sommerferie
2017-06-27,Oltedal skole,Nei,Ja,Sommerferie
2017-06-28,Oltedal skole,Nei,Ja,Sommerferie
2017-06-29,Oltedal skole,Nei,Ja,Sommerferie
2017-06-30,Oltedal skole,Nei,Ja,Sommerferie
2017-07-03,Oltedal skole,Nei,Nei,Sommerferie
2017-07-04,Oltedal skole,Nei,Nei,Sommerferie
2017-07-05,Oltedal skole,Nei,Nei,Sommerferie
2017-07-06,Oltedal skole,Nei,Nei,Sommerferie
2017-07-07,Oltedal skole,Nei,Nei,Sommerferie
2017-07-10,Oltedal skole,Nei,Nei,Sommerferie
2017-07-11,Oltedal skole,Nei,Nei,Sommerferie
2017-07-12,Oltedal skole,Nei,Nei,Sommerferie
2017-07-13,Oltedal skole,Nei,Nei,Sommerferie
2017-07-14,Oltedal skole,Nei,Nei,Sommerferie
2017-07-17,Oltedal skole,Nei,Nei,Sommerferie
2017-07-18,Oltedal skole,Nei,Nei,Sommerferie
2017-07-19,Oltedal skole,Nei,Nei,Sommerferie
2017-07-20,Oltedal skole,Nei,Nei,Sommerferie
2017-07-21,Oltedal skole,Nei,Nei,Sommerferie
2017-07-24,Oltedal skole,Nei,Nei,Sommerferie
2017-07-25,Oltedal skole,Nei,Nei,Sommerferie
2017-07-26,Oltedal skole,Nei,Nei,Sommerferie
2017-07-27,Oltedal skole,Nei,Nei,Sommerferie
2017-07-28,Oltedal skole,Nei,Nei,Sommerferie
2017-07-31,Oltedal skole,Nei,Nei,Sommerferie
2016-06-23,Solås skole,Nei,Ja,Sommerferie
2016-06-24,Solås skole,Nei,Ja,Sommerferie
2016-06-27,Solås skole,Nei,Ja,Sommerferie
2016-06-28,Solås skole,Nei,Ja,Sommerferie
2016-06-29,Solås skole,Nei,Ja,Sommerferie
2016-06-30,Solås skole,Nei,Ja,Sommerferie
2016-07-01,Solås skole,Nei,Nei,Sommerferie
2016-07-04,Solås skole,Nei,Nei,Sommerferie
2016-07-05,Solås skole,Nei,Nei,Sommerferie
2016-07-06,Solås skole,Nei,Nei,Sommerferie
2016-07-07,Solås skole,Nei,Nei,Sommerferie
2016-07-08,Solås skole,Nei,Nei,Sommerferie
2016-07-11,Solås skole,Nei,Nei,Sommerferie
2016-07-12,Solås skole,Nei,Nei,Sommerferie
2016-07-13,Solås skole,Nei,Nei,Sommerferie
2016-07-14,Solås skole,Nei,Nei,Sommerferie
2016-07-15,Solås skole,Nei,Nei,Sommerferie
2016-07-18,Solås skole,Nei,Nei,Sommerferie
2016-07-19,Solås skole,Nei,Nei,Sommerferie
2016-07-20,Solås skole,Nei,Nei,Sommerferie
2016-07-21,Solås skole,Nei,Nei,Sommerferie
2016-07-22,Solås skole,Nei,Nei,Sommerferie
2016-07-25,Solås skole,Nei,Nei,Sommerferie
2016-07-26,Solås skole,Nei,Nei,Sommerferie
2016-07-27,Solås skole,Nei,Nei,Sommerferie
2016-07-28,Solås skole,Nei,Nei,Sommerferie
2016-07-29,Solås skole,Nei,Nei,Sommerferie
2016-08-01,Solås skole,Nei,Ja,Sommerferie
2016-08-02,Solås skole,Nei,Ja,Sommerferie
2016-08-03,Solås skole,Nei,Ja,Sommerferie
2016-08-04,Solås skole,Nei,Ja,Sommerferie
2016-08-05,Solås skole,Nei,Ja,Sommerferie
2016-08-08,Solås skole,Nei,Ja,Sommerferie
2016-08-09,Solås skole,Nei,Ja,Sommerferie
2016-08-10,Solås skole,Nei,Ja,Sommerferie
2016-08-11,Solås skole,Nei,Ja,Sommerferie
2016-08-12,Solås skole,Nei,Ja,Sommerferie
2016-08-15,Solås skole,Nei,Ja,Sommerferie
2016-08-16,Solås skole,Nei,Ja,Sommerferie
2016-10-10,Solås skole,Nei,Ja,Høstferie
2016-10-11,Solås skole,Nei,Ja,Høstferie
2016-10-12,Solås skole,Nei,Ja,Høstferie
2016-10-13,Solås skole,Nei,Ja,Høstferie
2016-10-14,Solås skole,Nei,Ja,Høstferie
2016-11-18,Solås skole,Nei,Ja,Fridag for elevene
2016-12-21,Solås skole,Nei,Ja,Juleferie
2016-12-22,Solås skole,Nei,Ja,Juleferie
2016-12-23,Solås skole,Nei,Ja,Juleferie
2016-12-26,Solås skole,Nei,Nei,2.juledag
2016-12-27,Solås skole,Nei,Ja,Juleferie
2016-12-28,Solås skole,Nei,Ja,Juleferie
2016-12-29,Solås skole,Nei,Ja,Juleferie
2016-12-30,Solås skole,Nei,Ja,Juleferie
2017-02-27,Solås skole,Nei,Ja,Vinterferie
2017-02-28,Solås skole,Nei,Ja,Vinterferie
2017-03-01,Solås skole,Nei,Ja,Vinterferie
2017-03-02,Solås skole,Nei,Ja,Vinterferie
2017-03-03,Solås skole,Nei,Ja,Vinterferie
2017-04-10,Solås skole,Nei,Ja,Påskeferie
2017-04-11,Solås skole,Nei,Ja,Påskeferie
2017-04-12,Solås skole,Nei,nei,Påskeferie
2017-04-13,Solås skole,Nei,Nei,Påskeferie/helligdag
2017-04-14,Solås skole,Nei,Nei,Påskeferie/helligdag
2017-04-17,Solås skole,Nei,Nei,Påskeferie/helligdag
2017-04-27,Solås skole,Nei,Nei,Planleggingsdag
2017-04-28,Solås skole,Nei,Nei,Planleggingsdag
2017-05-01,Solås skole,Nei,Nei,Off. fridag
2017-05-17,Solås skole,Nei,Nei,Grunnlovsdag
2017-05-25,Solås skole,Nei,Nei,Kr.H.f
2017-06-05,Solås skole,Nei,Nei,2.Pinsedag
2017-06-23,Solås skole,Nei,Ja,Sommerferie
2017-06-26,Solås skole,Nei,Ja,Sommerferie
2017-06-27,Solås skole,Nei,Ja,Sommerferie
2017-06-28,Solås skole,Nei,Ja,Sommerferie
2017-06-29,Solås skole,Nei,Ja,Sommerferie
2017-06-30,Solås skole,Nei,Ja,Sommerferie
2017-07-03,Solås skole,Nei,Nei,Sommerferie
2017-07-04,Solås skole,Nei,Nei,Sommerferie
2017-07-05,Solås skole,Nei,Nei,Sommerferie
2017-07-06,Solås skole,Nei,Nei,Sommerferie
2017-07-07,Solås skole,Nei,Nei,Sommerferie
2017-07-10,Solås skole,Nei,Nei,Sommerferie
2017-07-11,Solås skole,Nei,Nei,Sommerferie
2017-07-12,Solås skole,Nei,Nei,Sommerferie
2017-07-13,Solås skole,Nei,Nei,Sommerferie
2017-07-14,Solås skole,Nei,Nei,Sommerferie
2017-07-17,Solås skole,Nei,Nei,Sommerferie
2017-07-18,Solås skole,Nei,Nei,Sommerferie
2017-07-19,Solås skole,Nei,Nei,Sommerferie
2017-07-20,Solås skole,Nei,Nei,Sommerferie
2017-07-21,Solås skole,Nei,Nei,Sommerferie
2017-07-24,Solås skole,Nei,Nei,Sommerferie
2017-07-25,Solås skole,Nei,Nei,Sommerferie
2017-07-26,Solås skole,Nei,Nei,Sommerferie
2017-07-27,Solås skole,Nei,Nei,Sommerferie
2017-07-28,Solås skole,Nei,Nei,Sommerferie
2017-07-31,Solås skole,Nei,Nei,Sommerferie
2016-06-23,Ålgård Skole,Nei,Ja,Sommerferie
2016-06-24,Ålgård Skole,Nei,Ja,Sommerferie
2016-06-27,Ålgård Skole,Nei,Ja,Sommerferie
2016-06-28,Ålgård Skole,Nei,Ja,Sommerferie
2016-06-29,Ålgård Skole,Nei,Ja,Sommerferie
2016-06-30,Ålgård Skole,Nei,Ja,Sommerferie
2016-07-01,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-04,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-05,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-06,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-07,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-08,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-11,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-12,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-13,Ålgård Skole,Nei,Nei,Sommerferie
2016-07-14,Ålgård Skole,Nei,Nei,Sommerferie
